temperature,vibration,pressure,humidity,oil_quality,failure
77.7,4.58,6.67,45.32,51.89,0
57.64,3.28,4.48,26.52,49.79,0
64.19,6.11,6.05,53.18,56.96,0
69.95,1.7,7.46,47.93,92.68,0
69.5,0.61,5.34,39.63,100.0,0
79.0,3.17,3.66,48.16,80.4,0
45.82,3.82,4.36,73.68,60.55,0
74.01,4.83,3.65,41.31,46.2,0
66.52,0.19,1.64,37.64,60.44,1
59.94,2.36,3.81,55.08,98.32,0
61.09,4.21,5.95,35.05,76.77,0
67.43,0.54,5.01,52.22,79.0,0
26.79,5.29,7.04,57.32,55.83,0
61.58,5.9,5.22,65.99,71.5,0
59.49,0.64,6.33,40.19,78.83,0
76.39,2.69,2.36,25.2,60.52,0
60.33,3.56,4.34,41.14,37.95,0
67.42,6.2,4.6,47.65,61.44,0
88.51,7.32,3.76,35.74,33.79,0
81.93,3.88,7.29,46.98,78.2,0
80.83,2.85,2.11,71.14,56.84,0
64.0,0.11,4.83,36.44,77.35,0
76.52,3.77,6.7,32.87,65.32,0
67.19,8.69,6.15,59.08,93.6,1
67.65,6.73,4.43,26.41,76.62,0
74.92,3.94,3.65,45.19,90.75,0
62.84,4.26,6.64,37.14,77.7,0
87.92,1.78,4.22,20.2,49.21,0
68.08,2.61,3.75,42.86,43.2,0
77.42,3.87,6.5,35.58,83.57,0
87.47,3.88,5.46,52.6,70.32,0
82.38,6.03,4.47,48.0,45.34,0
53.09,5.91,5.49,47.63,62.17,0
75.34,4.8,5.67,30.77,60.41,0
80.21,1.0,4.92,36.52,87.8,0
80.7,1.1,5.23,48.77,62.06,0
56.64,1.28,1.76,31.66,72.77,1
62.12,4.09,4.84,44.42,60.43,0
81.93,1.57,4.04,50.25,52.98,0
60.86,3.48,3.8,56.23,86.22,0
66.4,7.02,3.97,36.89,55.54,0
88.91,5.17,4.26,39.12,79.84,0
69.43,2.62,4.55,47.94,91.35,0
61.28,1.75,5.25,34.01,74.8,0
59.47,5.51,3.9,24.25,54.96,0
73.99,4.27,5.78,50.3,41.38,0
54.0,2.88,6.1,41.08,100.0,0
67.03,2.03,6.09,53.04,83.06,0
74.0,3.69,6.4,36.42,76.74,0
85.59,2.74,4.15,46.31,100.0,0
78.01,5.46,4.59,17.94,90.5,0
61.43,6.6,5.37,54.12,81.73,0
84.14,0.08,4.36,36.95,67.56,0
66.41,0.44,3.26,42.91,64.73,0
55.17,6.87,4.25,42.71,93.05,0
67.94,3.91,7.45,39.79,44.35,0
87.26,0.67,3.89,45.97,84.5,0
71.98,5.96,3.81,45.2,32.47,0
70.15,4.35,4.18,48.29,43.26,0
89.65,9.01,5.84,26.13,65.38,1
52.82,2.91,5.52,56.57,94.22,0
54.57,6.27,6.06,43.14,66.78,0
50.61,0.12,8.8,50.11,62.01,0
74.47,6.99,6.23,43.06,53.32,0
72.0,5.86,6.35,29.02,87.02,0
88.51,7.51,9.29,82.97,72.8,1
72.92,6.28,5.73,46.89,65.12,0
65.15,3.25,4.41,21.33,95.52,0
70.02,0.57,4.55,43.62,39.87,0
71.41,1.99,6.59,39.12,93.7,0
49.94,0.9,3.12,42.57,40.4,0
102.52,1.2,2.08,20.46,53.34,1
76.24,4.56,3.77,45.45,79.94,0
72.52,3.38,6.23,31.91,78.06,0
77.38,2.94,5.89,67.14,75.67,0
78.51,1.52,4.76,43.4,61.09,0
68.31,0.93,6.6,55.78,85.49,0
62.43,3.96,5.91,58.26,78.46,0
77.19,4.45,5.52,51.7,89.88,0
74.63,1.02,4.97,47.44,63.78,0
60.28,2.17,6.34,61.47,76.88,0
87.03,7.36,6.13,35.67,92.01,0
73.52,6.4,4.59,56.23,99.77,0
78.76,0.21,6.22,38.77,56.04,0
86.7,3.29,4.02,46.37,45.38,0
70.26,7.14,5.35,26.85,48.33,0
73.8,2.96,5.6,25.44,43.84,0
79.72,2.83,4.5,43.86,100.0,0
61.3,6.23,5.2,61.08,100.0,0
70.65,5.97,5.91,41.96,68.9,0
71.51,5.84,3.38,70.35,50.12,0
58.53,2.85,5.28,50.96,63.89,0
97.81,5.16,8.32,42.48,69.93,1
53.11,7.24,3.76,67.22,35.91,0
54.42,3.38,6.54,64.63,67.98,0
85.77,2.49,4.86,24.57,75.39,0
78.56,6.58,6.77,44.43,52.29,0
57.69,8.61,3.91,52.7,62.43,1
77.29,8.79,5.01,55.81,80.12,1
87.61,2.56,8.32,54.13,68.35,0
69.64,2.81,4.74,42.53,53.47,0
101.19,0.93,5.95,40.34,67.84,1
49.31,3.8,5.89,43.42,93.46,0
78.33,0.81,1.96,33.76,93.84,1
84.0,2.18,5.67,24.53,47.51,0
80.7,5.25,3.14,52.76,92.03,0
67.55,4.47,5.95,53.64,62.35,0
66.51,1.03,5.18,71.34,73.32,0
75.33,7.43,3.33,36.14,80.86,0
79.79,0.78,3.21,50.49,38.78,0
77.23,1.1,4.89,41.18,71.43,0
82.48,0.4,8.72,42.81,88.81,0
57.77,1.85,7.43,35.53,68.85,0
67.27,1.26,5.54,45.72,71.66,0
58.72,1.32,5.77,65.76,82.28,0
65.37,2.66,5.9,38.53,60.77,0
82.18,3.82,4.2,51.08,66.7,0
71.3,4.08,3.96,36.06,72.2,0
101.28,9.11,6.28,23.05,74.19,1
72.32,4.72,4.1,42.66,56.12,0
70.72,2.26,7.16,73.71,85.16,0
71.27,0.5,2.97,32.77,53.3,0
62.35,3.26,3.65,30.5,53.38,0
69.31,4.62,7.12,31.87,65.88,0
83.53,2.24,4.57,72.11,81.14,0
71.37,3.65,4.82,61.58,46.01,0
60.48,8.24,5.97,54.51,60.66,1
58.9,2.54,6.74,65.31,48.56,0
64.6,1.22,5.91,58.6,58.46,0
70.89,5.68,5.43,43.38,51.85,0
84.32,4.29,6.2,38.25,66.27,0
53.91,0.77,5.61,60.43,34.5,0
66.16,4.57,6.63,46.67,76.54,0
71.73,1.01,9.29,31.25,81.0,1
48.0,4.6,5.76,52.86,42.88,0
60.0,8.27,3.71,40.21,66.19,1
61.84,3.06,6.56,61.66,85.29,0
60.45,6.21,4.78,30.48,40.13,0
72.3,0.43,5.51,53.52,98.37,0
68.07,0.3,5.55,47.4,71.01,0
63.34,8.54,4.13,47.74,52.77,1
75.14,4.27,4.44,49.17,54.72,0
90.68,5.09,1.54,42.12,68.49,1
89.67,6.38,4.85,52.52,62.81,0
46.93,2.18,5.84,49.22,76.37,0
76.92,5.56,5.02,46.73,55.63,0
67.86,5.18,4.31,63.1,55.1,0
71.86,0.26,5.57,24.85,69.68,0
65.22,7.28,3.59,53.8,52.86,0
71.41,6.77,3.41,48.32,59.81,0
71.82,0.29,5.79,52.53,81.51,0
63.05,4.0,5.87,54.04,34.67,0
59.24,2.92,5.77,54.9,68.88,0
64.62,7.05,4.55,39.22,76.66,0
72.81,0.03,6.64,35.22,86.58,0
77.19,12.51,3.31,52.08,66.78,1
80.24,3.06,4.55,67.13,63.14,0
64.07,5.35,6.12,41.9,43.32,0
73.41,6.97,6.29,29.81,56.96,0
81.55,3.01,3.84,56.86,82.96,0
83.99,3.21,8.21,32.49,46.64,0
69.29,2.24,4.8,49.69,27.94,1
67.35,1.29,5.13,29.97,87.33,0
72.29,4.18,6.47,40.68,60.27,0
56.2,3.16,7.33,44.82,81.98,0
67.68,2.23,5.09,40.56,46.42,0
78.94,2.37,6.76,48.5,64.47,0
77.7,4.94,4.32,49.8,55.42,0
66.76,1.51,7.5,37.34,72.08,0
72.61,2.88,5.06,36.75,67.52,0
60.1,5.75,5.47,63.95,77.83,0
78.44,4.12,4.48,41.44,60.97,0
69.07,0.88,5.32,49.44,83.95,0
66.69,3.44,3.9,24.42,52.18,0
65.66,4.59,4.91,71.95,81.31,0
69.25,5.97,5.03,51.85,87.41,0
64.63,1.61,3.42,14.65,69.87,0
77.9,2.1,4.14,29.83,49.36,0
65.26,1.76,1.85,34.21,30.44,1
89.12,1.89,3.14,70.65,60.61,0
87.58,4.51,4.98,82.87,45.28,1
59.3,4.99,6.44,52.97,55.41,0
70.84,6.13,4.46,61.44,100.0,0
62.19,3.27,4.95,63.73,61.07,0
66.08,0.01,6.74,28.48,39.29,0
94.03,5.17,6.25,43.91,54.16,1
66.31,3.9,6.23,43.69,82.46,0
74.32,3.65,5.18,65.73,69.47,0
76.5,0.29,4.26,76.45,77.49,1
57.99,3.01,5.59,78.25,98.63,1
59.74,0.52,6.92,52.48,63.76,0
55.53,4.7,7.71,50.8,92.05,0
59.37,2.43,8.61,38.35,77.22,0
35.8,2.2,7.29,45.9,54.37,0
76.53,0.34,5.07,60.99,90.76,0
94.65,6.07,3.2,59.3,68.99,1
71.77,2.85,5.9,53.27,89.1,0
53.0,3.72,6.64,32.34,61.75,0
62.29,1.66,1.17,74.04,31.94,1
64.49,0.63,2.78,52.09,25.56,1
57.79,2.17,4.31,48.01,74.57,0
80.32,2.57,3.85,58.48,55.51,0
79.72,4.23,2.59,35.45,32.17,0
56.13,2.61,5.57,34.0,74.18,0
78.7,1.7,6.86,39.49,79.54,0
88.32,0.26,4.72,29.86,66.67,0
92.83,3.62,2.51,46.76,62.37,1
104.38,1.51,5.31,14.48,78.92,1
59.18,6.8,3.34,37.83,61.87,0
103.89,3.88,3.49,15.48,58.71,1
65.75,4.91,6.44,41.13,44.2,0
62.89,2.88,6.8,41.79,40.73,0
73.92,4.0,4.57,62.58,65.52,0
63.02,1.27,6.1,49.3,50.66,0
74.79,0.55,3.39,33.34,95.49,0
54.16,3.54,5.79,39.19,66.41,0
67.13,4.93,4.42,66.48,45.55,0
85.43,1.36,3.01,28.66,69.64,0
69.32,2.25,3.64,77.06,62.76,1
71.7,8.11,5.62,51.31,72.71,1
75.7,4.7,2.78,25.56,72.9,0
84.05,7.34,4.58,29.46,51.58,0
50.14,1.91,6.6,57.47,69.75,0
77.01,2.36,4.26,56.07,100.0,0
66.78,5.92,2.69,51.45,51.67,0
72.0,5.06,4.58,46.73,57.5,0
82.72,3.26,6.02,43.44,41.87,0
55.67,0.34,3.05,33.31,87.77,0
57.85,6.39,6.78,50.83,63.76,0
46.77,9.78,6.14,69.27,37.42,1
63.41,0.43,5.53,44.54,43.14,0
85.97,7.01,5.87,48.94,49.01,0
68.55,2.33,5.19,60.39,87.63,0
53.92,2.67,5.5,37.19,67.54,0
64.17,4.17,5.11,51.18,61.44,0
52.15,0.49,6.32,57.0,51.66,0
56.5,3.41,6.94,33.99,65.21,0
74.67,0.53,3.77,25.52,53.8,0
55.91,4.69,3.95,41.6,89.09,0
83.35,9.08,4.41,57.83,67.8,1
69.15,1.9,4.09,22.97,46.47,0
71.03,3.08,6.7,48.63,52.21,0
66.66,3.2,2.75,42.21,95.18,0
79.27,5.97,5.81,41.65,61.3,0
79.4,4.51,7.08,49.52,92.81,0
74.02,5.8,4.13,19.56,68.96,0
76.78,2.23,7.21,62.87,72.86,0
67.45,4.58,6.74,31.64,55.32,0
76.51,4.92,4.48,50.45,79.59,0
65.95,5.17,6.23,55.54,43.45,0
70.03,0.46,3.76,66.92,51.56,0
66.7,2.68,3.35,44.48,71.31,0
64.51,5.36,4.3,23.07,59.76,0
61.73,0.34,7.03,21.14,65.64,0
75.61,6.22,4.31,64.12,74.57,0
85.73,3.19,5.06,36.61,64.32,0
84.05,7.13,3.49,39.33,66.59,0
54.92,1.24,6.3,28.07,98.24,0
85.47,1.03,6.25,39.23,29.08,1
66.18,3.43,3.94,71.16,56.27,0
77.21,4.97,1.52,45.49,61.6,1
59.13,5.18,4.46,32.88,81.99,0
71.7,0.66,5.66,60.73,78.67,0
73.76,0.56,4.98,7.61,19.94,1
52.18,2.72,5.12,44.86,85.14,0
77.3,4.79,5.52,39.66,66.9,0
86.15,4.66,4.23,40.87,78.09,0
67.9,7.43,3.12,23.44,55.27,0
86.32,2.57,6.11,42.8,76.03,0
67.72,1.11,3.67,39.01,72.37,0
80.2,6.49,3.2,30.66,62.97,0
43.38,3.99,5.75,38.96,94.32,0
99.03,4.21,3.34,15.94,100.0,1
87.95,5.42,3.77,77.64,64.2,1
66.58,6.66,7.37,0.0,35.8,0
46.33,3.44,7.38,42.78,74.45,0
73.46,6.44,6.79,42.52,51.51,0
52.67,4.88,6.14,36.46,70.95,0
75.34,1.86,6.73,41.42,73.1,0
74.94,2.92,7.94,54.53,68.04,0
58.7,5.04,6.64,26.14,46.48,0
83.45,1.73,5.38,18.37,39.11,0
79.67,5.72,6.31,37.0,45.22,0
81.71,3.9,4.3,4.2,63.25,0
70.11,4.45,5.22,31.86,90.89,0
53.01,7.1,5.29,36.89,59.61,0
81.73,4.39,4.79,46.38,84.87,0
66.76,3.68,4.53,64.37,30.16,0
53.32,3.29,6.93,49.47,73.6,0
86.22,3.16,3.57,50.15,94.38,0
95.19,4.28,5.22,34.1,49.0,1
69.51,6.91,3.07,35.84,61.91,0
95.91,1.97,1.99,36.2,67.57,1
71.1,1.78,6.79,43.08,77.95,0
65.43,6.71,6.93,38.35,44.75,0
62.43,2.08,4.27,49.83,42.9,0
89.64,4.04,5.08,54.29,77.37,0
60.64,2.02,4.57,64.19,74.5,0
78.82,0.7,4.57,49.13,47.67,0
63.29,4.0,4.27,49.84,76.28,0
64.48,6.29,5.69,62.37,62.66,0
82.36,3.34,4.43,55.81,48.85,0
65.44,0.2,5.62,39.61,50.14,0
65.14,3.77,7.5,29.36,59.6,0
83.59,1.61,5.58,37.81,100.0,0
89.17,3.05,5.19,32.58,68.9,0
77.74,3.3,4.14,46.77,50.28,0
62.14,4.79,4.98,52.33,50.73,0
63.87,6.44,2.49,38.91,76.28,0
70.96,7.89,7.31,39.5,63.71,0
73.85,5.13,3.56,5.24,64.27,0
58.15,5.83,2.12,36.45,56.98,0
78.68,0.29,4.84,92.06,43.39,1
71.03,7.55,5.53,61.83,66.68,0
49.41,6.67,6.99,64.97,100.0,0
58.85,2.58,5.37,52.29,62.94,0
63.95,5.2,6.39,58.91,63.32,0
69.13,4.95,6.39,39.84,75.95,0
92.67,7.18,6.25,32.81,64.88,1
72.86,3.12,3.3,67.3,49.21,0
59.91,1.63,5.77,28.62,56.49,0
72.65,2.28,2.92,52.36,55.25,0
65.77,5.74,7.99,71.74,79.96,0
73.9,1.3,6.05,59.5,53.88,0
76.97,3.99,4.06,41.14,44.1,0
84.51,5.74,5.56,64.17,85.58,0
69.71,4.19,3.48,48.25,80.56,0
89.67,3.55,2.67,42.99,70.41,0
80.9,0.24,6.32,56.11,52.5,0
61.51,0.77,3.53,31.79,20.16,1
96.52,1.91,4.73,23.4,100.0,1
73.92,4.4,5.31,41.49,100.0,0
59.98,2.04,4.73,35.2,67.63,0
89.83,5.75,3.46,23.16,67.96,0
94.93,1.11,5.09,45.47,50.88,1
69.6,2.2,5.22,36.88,23.63,1
63.96,5.26,6.31,30.71,60.55,0
67.93,2.56,8.67,44.75,27.67,1
78.58,2.68,2.04,30.78,79.15,0
85.33,1.89,3.8,62.41,71.18,0
76.85,1.43,5.33,71.69,50.01,0
71.22,4.39,6.52,55.52,79.58,0
87.98,4.71,5.52,38.59,85.98,0
66.25,4.07,6.68,51.15,65.26,0
82.37,1.96,2.78,34.96,60.82,0
66.54,3.0,4.52,55.0,63.73,0
75.17,7.49,7.19,55.83,97.19,0
68.64,0.05,3.71,56.8,66.39,0
69.33,8.21,0.65,39.47,75.42,1
65.47,3.75,3.77,55.61,99.98,0
86.14,3.05,5.66,52.37,47.49,0
61.2,5.88,4.89,48.95,12.2,1
61.12,1.67,3.07,46.35,66.72,0
95.45,6.95,3.92,28.92,77.44,1
81.73,8.14,3.0,51.25,49.65,1
41.38,6.22,3.18,40.79,74.19,0
63.22,1.76,3.68,25.75,88.53,0
48.26,5.41,5.16,34.4,33.38,0
58.59,7.61,1.42,51.47,46.73,1
32.34,7.36,7.05,37.77,71.77,0
68.36,0.02,4.84,36.41,47.47,0
56.3,6.04,3.34,13.81,56.5,0
70.72,7.99,3.54,61.37,71.16,0
50.5,3.57,4.05,28.46,43.59,0
70.99,0.13,5.01,45.89,31.07,0
65.02,5.57,5.23,37.96,56.01,0
88.02,6.13,4.71,48.98,69.72,0
86.94,3.15,3.87,48.73,78.63,0
79.42,0.52,4.98,41.93,41.98,0
66.08,5.95,1.89,49.18,48.87,1
93.82,1.58,3.18,45.29,78.51,1
51.36,4.49,3.99,24.41,43.38,0
53.16,7.4,2.99,63.1,47.59,0
68.99,0.65,4.67,67.79,90.86,0
97.05,5.77,2.99,31.8,57.18,1
67.57,2.98,7.57,21.78,44.27,0
67.8,3.05,2.81,63.79,67.57,0
52.7,4.79,7.27,28.92,75.85,0
81.35,1.57,1.99,64.42,73.33,1
81.44,0.56,8.01,62.47,63.08,0
79.47,0.96,5.88,42.63,50.62,0
62.45,6.58,6.19,42.36,94.39,0
61.52,2.57,2.95,30.1,83.6,0
54.48,4.92,4.52,45.99,53.39,0
71.01,2.29,4.61,52.36,64.74,0
57.04,0.6,4.85,50.43,50.16,0
55.87,5.13,6.91,54.18,68.31,0
64.92,4.32,6.04,60.9,67.55,0
64.13,2.91,4.75,44.29,71.02,0
63.54,4.25,6.5,87.31,90.88,1
75.6,1.1,6.77,51.73,78.0,0
70.95,6.15,4.15,50.97,50.86,0
66.54,6.73,4.1,50.86,45.35,0
72.2,5.4,8.24,51.07,69.98,0
58.1,2.57,4.64,50.99,77.73,0
71.26,3.65,4.04,60.69,100.0,0
71.81,7.42,4.77,7.41,40.84,0
51.96,6.7,6.61,41.35,80.7,0
81.95,8.48,6.08,20.29,55.99,1
59.42,1.55,4.81,65.46,96.63,0
71.08,1.32,5.92,23.86,58.35,0
83.97,3.84,5.38,33.14,86.2,0
81.11,4.52,4.79,35.02,100.0,0
70.41,3.14,4.55,26.82,73.8,0
65.65,2.53,5.22,40.43,51.49,0
81.37,6.67,4.38,13.55,54.22,0
78.1,3.27,5.11,67.9,47.87,0
62.58,0.46,4.93,51.33,53.12,0
60.46,0.75,2.82,33.57,52.18,0
45.13,4.12,4.21,53.59,100.0,0
71.85,11.01,4.61,49.86,51.03,1
69.01,1.06,7.79,30.87,67.65,0
83.63,2.71,4.76,55.6,72.82,0
74.31,9.51,5.41,41.81,72.2,1
86.01,2.29,8.23,62.0,97.79,0
61.63,4.64,2.63,37.72,38.89,0
83.66,8.19,2.7,24.73,41.9,1
63.65,1.12,3.83,59.64,48.4,0
79.33,2.73,4.5,41.55,90.81,0
52.49,2.29,4.65,44.63,74.74,0
72.82,0.29,4.23,48.99,100.0,0
46.18,7.42,3.15,30.27,30.58,0
66.79,2.04,6.46,40.61,75.93,0
75.28,1.31,4.32,36.98,73.34,0
63.75,2.39,6.78,39.08,35.59,0
57.39,5.82,3.47,63.75,73.09,0
80.15,3.78,7.94,33.36,73.87,0
68.76,1.52,2.5,32.62,53.39,0
64.13,4.52,4.98,65.98,74.48,0
70.5,5.53,3.5,30.22,45.38,0
101.64,3.44,5.05,45.96,78.2,1
83.84,2.91,3.53,55.27,86.38,0
83.95,6.04,1.78,55.17,49.95,1
75.23,3.05,3.83,23.92,81.67,0
72.0,7.52,7.39,34.27,38.72,0
41.25,1.61,3.5,18.83,67.13,0
61.85,1.55,5.76,57.5,65.81,0
64.23,1.24,5.01,60.73,58.61,0
47.5,2.9,4.32,60.1,58.24,0
56.11,3.51,8.07,44.63,94.63,0
46.23,0.19,4.53,41.53,18.6,1
69.54,3.74,5.25,36.57,92.98,0
79.83,4.91,5.13,22.16,41.48,0
83.28,0.16,7.36,52.8,95.73,0
74.98,2.2,2.75,30.45,83.2,0
58.44,4.92,8.37,14.31,72.16,0
46.82,0.78,7.28,64.72,86.88,0
48.92,2.71,5.6,35.74,56.44,0
54.77,6.22,5.93,48.66,74.82,0
59.33,7.99,4.66,42.83,62.67,0
68.08,4.6,5.23,61.99,70.79,0
57.83,3.08,5.63,22.93,80.43,0
74.07,2.25,3.64,56.44,75.83,0
67.21,5.78,7.28,44.3,58.0,0
70.13,6.33,5.34,51.82,66.81,0
83.68,0.61,5.21,38.93,62.76,0
55.84,5.78,3.7,39.41,53.42,0
75.02,1.98,6.75,58.78,83.8,0
69.83,1.35,4.93,33.76,88.59,0
66.0,3.12,4.21,37.1,100.0,0
80.62,5.98,3.37,41.37,51.93,0
80.55,4.27,4.76,23.27,84.48,0
58.64,4.21,3.25,40.97,71.87,0
67.81,4.38,5.52,41.89,60.19,0
73.37,4.67,6.16,55.3,80.8,0
66.72,3.21,4.41,37.1,66.12,0
77.02,5.08,5.35,16.73,63.46,0
73.37,1.85,6.83,45.47,64.07,0
91.99,5.13,4.74,37.85,52.34,1
51.64,5.64,4.84,27.2,87.84,0
68.53,5.25,5.01,49.85,67.89,0
59.1,5.38,4.34,50.43,79.21,0
77.25,4.66,4.47,54.15,93.96,0
50.59,6.43,3.85,50.66,48.92,0
74.16,2.18,5.64,56.03,100.0,0
62.44,5.63,4.89,50.03,66.78,0
61.19,8.44,5.9,75.34,72.96,1
52.64,1.95,6.53,67.09,79.24,0
64.42,1.67,3.42,48.56,48.89,0
83.01,6.72,3.74,19.11,50.54,0
69.7,1.18,6.04,73.05,60.43,0
77.53,1.83,4.62,40.99,67.23,0
89.98,3.92,5.12,54.4,50.48,0
73.17,1.5,5.13,52.09,40.21,0
63.29,5.69,3.58,43.25,85.79,0
75.61,1.52,5.76,37.8,45.31,0
63.47,4.4,5.37,39.83,81.47,0
63.95,4.21,3.49,4.79,43.57,0
51.76,7.66,4.75,27.48,52.78,0
81.12,6.41,4.84,37.64,61.83,0
65.37,2.18,6.12,45.75,100.0,0
72.19,0.34,6.76,53.89,68.43,0
57.57,5.59,4.99,36.38,69.81,0
75.23,1.87,2.48,55.23,62.5,0
60.86,2.66,6.09,41.57,49.04,0
68.3,0.85,8.3,39.59,77.27,0
80.53,5.2,6.08,45.78,65.53,0
79.49,1.88,4.59,56.01,90.31,0
69.74,3.41,5.6,41.49,44.3,0
48.78,3.45,6.2,50.47,89.16,0
105.91,3.96,5.17,56.18,69.18,1
90.95,5.15,6.97,53.17,50.83,1
78.67,2.89,3.3,34.98,70.51,0
60.96,1.65,4.39,37.81,50.33,0
68.64,1.15,5.69,53.76,86.52,0
63.48,3.76,6.05,42.97,62.94,0
85.17,3.11,4.18,33.31,50.58,0
73.15,1.72,4.32,45.67,55.01,0
60.59,3.66,4.0,56.67,50.8,0
64.35,5.64,3.88,58.71,92.67,0
83.45,6.28,5.78,60.32,44.69,0
89.2,0.34,4.94,45.48,63.77,0
88.34,2.6,6.95,50.73,69.63,0
79.08,5.9,3.36,61.57,57.07,0
66.97,7.49,4.76,35.42,40.72,0
31.1,1.46,6.1,59.66,100.0,0
73.57,6.95,5.52,55.47,59.15,0
69.98,0.12,3.35,55.53,41.38,0
71.68,6.37,6.73,19.66,51.0,0
70.65,2.8,5.14,36.76,67.16,0
54.08,7.41,7.88,35.75,61.87,0
76.69,2.34,4.8,66.35,39.75,0
77.59,2.73,6.74,31.74,70.48,0
78.19,3.17,4.46,29.01,43.93,0
81.36,0.34,4.65,26.77,78.94,0
77.25,0.91,5.74,39.39,72.0,0
65.08,4.78,2.45,51.05,59.59,0
69.15,5.97,1.97,72.54,100.0,1
71.09,5.02,3.98,39.27,54.86,0
71.29,0.37,3.05,33.63,62.84,0
81.98,4.7,1.62,68.38,93.16,1
77.72,1.02,6.11,70.68,79.34,0
94.93,4.52,3.81,18.61,48.84,1
96.48,6.33,4.48,37.24,71.96,1
70.96,4.42,5.21,48.24,83.09,0
23.96,7.17,5.76,47.81,17.5,1
84.84,3.13,5.42,78.24,57.91,1
63.52,2.96,5.3,36.73,97.82,0
60.38,3.67,5.7,27.79,52.68,0
65.22,0.14,4.25,33.39,91.72,0
64.64,2.49,3.93,61.35,51.43,0
77.35,2.71,1.52,44.8,68.9,1
51.29,2.79,5.96,69.02,66.47,0
57.07,4.17,3.97,54.69,51.88,0
74.12,0.2,7.98,34.83,33.44,0
77.48,0.64,6.11,57.94,79.89,0
77.7,6.33,6.43,63.04,54.38,0
60.56,1.52,6.06,66.88,100.0,0
58.26,5.04,5.8,23.95,59.75,0
63.92,2.57,5.71,49.21,62.51,0
72.88,3.9,5.85,28.28,73.49,0
87.83,7.4,5.26,40.57,51.37,0
45.43,3.17,4.08,41.5,64.44,0
67.35,5.06,3.23,49.23,35.41,0
54.01,3.65,5.63,52.21,81.03,0
50.17,3.23,6.94,35.94,37.05,0
81.6,2.92,4.81,63.27,80.69,0
76.54,5.25,5.23,65.0,59.1,0
75.39,1.67,3.02,47.8,53.06,0
81.05,0.67,4.32,70.88,56.89,0
64.24,3.69,3.16,43.81,73.2,0
64.81,3.98,3.26,17.24,72.59,0
96.23,1.06,5.15,31.17,57.4,1
67.04,3.47,4.91,38.34,50.06,0
78.82,0.43,6.18,58.8,43.47,0
70.08,5.07,6.15,30.28,22.82,1
47.82,1.01,3.69,44.08,87.32,0
45.46,8.31,2.1,82.18,70.44,1
63.05,2.65,3.58,48.48,87.52,0
82.67,1.34,3.93,69.12,82.94,0
79.46,2.79,5.83,27.02,83.5,0
80.97,4.89,5.92,14.67,56.38,0
58.16,5.73,4.93,20.86,67.77,0
89.39,2.81,6.11,61.25,47.22,0
58.42,0.1,8.84,41.5,75.27,0
72.55,0.47,4.82,40.08,68.09,0
69.88,4.22,4.65,70.84,73.8,0
67.91,5.97,3.74,61.32,63.12,0
86.06,6.29,5.48,51.99,85.61,0
61.54,3.92,6.71,62.98,55.81,0
53.8,5.92,4.25,42.7,47.91,0
70.24,8.28,4.41,50.23,92.25,1
65.2,6.48,4.22,26.82,74.84,0
110.53,5.81,3.27,33.54,58.82,1
78.12,1.48,5.2,41.0,35.71,0
65.09,5.91,5.25,44.61,57.31,0
57.33,4.65,4.94,59.8,25.73,1
47.44,5.13,7.76,63.57,48.23,0
57.7,6.65,5.6,87.89,56.69,1
71.38,4.4,3.33,79.51,76.68,1
87.13,3.24,5.95,62.17,64.64,0
83.46,0.83,4.49,22.68,49.41,0
72.75,2.76,4.51,66.48,86.46,0
66.12,4.03,4.74,73.37,45.52,0
73.23,4.19,4.57,47.1,29.0,1
63.78,4.11,5.4,19.57,80.78,0
90.62,5.9,8.17,48.1,56.83,1
67.73,5.66,4.45,58.41,78.21,0
68.96,3.34,5.13,48.69,51.13,0
43.41,1.38,5.35,38.92,51.36,0
67.65,4.46,4.23,43.87,43.14,0
80.04,9.12,4.4,64.38,68.41,1
57.19,4.3,6.49,52.12,77.33,0
60.99,2.76,4.23,67.1,82.41,0
79.51,4.84,3.67,61.33,91.54,0
52.28,4.99,7.67,42.09,74.37,0
82.69,4.96,3.19,57.6,46.79,0
63.61,6.93,6.33,67.56,88.07,0
65.34,4.47,4.7,47.26,67.75,0
56.51,6.81,3.18,55.1,80.9,0
74.54,4.08,4.43,22.2,57.64,0
99.52,7.28,4.66,38.38,67.54,1
79.38,6.52,2.55,42.79,67.46,0
59.63,5.8,5.64,29.65,45.25,0
83.63,5.47,5.49,46.97,32.77,0
66.2,9.25,4.48,70.44,57.46,1
86.49,6.19,5.71,49.64,91.31,0
79.68,1.38,5.31,65.06,59.99,0
34.68,4.11,6.94,55.64,64.9,0
57.95,2.84,3.38,70.81,63.88,0
81.33,8.66,4.56,44.07,82.84,1
71.82,6.63,6.5,34.96,43.65,0
57.71,8.58,5.81,56.74,79.65,1
62.4,1.6,1.55,21.49,61.67,1
47.13,6.25,2.5,53.95,64.6,0
68.94,0.09,5.0,11.89,72.81,0
96.53,0.48,7.46,31.91,63.81,1
79.66,2.51,4.35,50.26,70.19,0
96.29,7.28,5.97,25.9,53.81,1
80.59,1.02,5.12,38.85,86.31,0
82.33,3.46,5.87,25.31,67.01,0
93.69,6.47,6.61,55.67,82.98,1
74.53,5.62,6.42,62.04,74.78,0
67.75,9.04,6.36,45.05,81.55,1
82.39,3.51,4.08,77.96,81.59,1
